20,40,60,zip,total,0,80
5552,5072,3521,76067,20561,5668,748
164,170,221,76070,731,176,0
876,1293,577,76071,4069,1250,73
1691,1640,744,76073,6155,1855,225
39,106,175,76077,419,92,7
2790,2702,1233,76078,10366,3407,234
4180,5030,3509,76082,18030,4907,404
2657,2343,1100,76084,8456,2195,161
2204,3206,2024,76085,10747,3121,192
6910,4563,3635,76086,22311,6194,1009
5572,7620,5775,76087,26889,7110,812
2658,3447,2268,76088,11854,3002,479
3549,11827,3721,76092,30138,10538,503
391,384,383,76093,1680,487,35
4005,2701,1101,76102,9803,1546,450
3321,4064,2080,76103,13689,3647,577
5326,3945,2251,76104,18199,5914,763
6521,4757,2438,76105,21661,7656,289
11666,9179,3578,76106,39218,14184,611
10748,6732,5357,76107,30110,6244,1029
12260,10495,6487,76108,41418,11404,772
8024,4856,3573,76109,22448,4850,1145
9986,6944,3673,76110,31118,9809,706
6532,5311,2556,76111,22456,7690,367
12502,10982,5421,76112,41448,11197,1346
7565,6625,3309,76114,25647,7360,788
6333,4943,1676,76115,20485,7301,232
15961,11560,7770,76116,49789,12544,1954
8680,7536,4607,76117,31298,9822,653
4693,4210,2055,76118,16318,5014,346
13228,11477,5851,76119,48380,16757,1067
5979,4553,2209,76120,19041,6059,241
8466,9085,3552,76123,32131,10568,460
4871,6102,4086,76126,21355,5617,679
1017,729,150,76127,2048,144,8
832,0,0,76129,2983,2151,0
11513,9366,3057,76131,37868,13170,762
8805,6086,4156,76132,26405,5994,1364
13521,12274,8217,76133,51022,14960,2050
7650,5297,3916,76134,26581,8872,846
6080,7014,3364,76135,23845,6788,599
18635,16567,5616,76137,60065,18672,575
8700,7688,3498,76140,30643,10283,474
6967,6476,3028,76148,23819,6909,439
2940,1145,176,76155,5289,1016,12
4633,3924,1829,76164,16091,5293,412
3032,2039,697,76177,7907,2120,19
16147,14722,6817,76179,57204,18733,785
10983,8733,5730,76180,36385,9106,1833
7224,9357,5746,76182,31227,7995,905
14400,3038,1793,76201,28038,7990,817
9620,4221,2688,76205,20992,4104,359
4424,2979,3386,76207,14221,3071,361
6963,6419,2837,76208,23463,6907,337
8505,5872,3132,76209,24667,6503,655
11914,11773,6290,76210,44044,12948,1119
839,934,638,76225,3313,874,28
4441,8522,4122,76226,25037,7646,306
8139,8082,3506,76227,29616,9401,488
160,281,332,76228,1027,212,42
2029,2342,2292,76230,9538,2461,414
807,1129,532,76233,3490,909,113
3861,3946,2844,76234,15341,4175,515
69,118,127,76238,400,66,20
247,294,335,76239,1263,305,82
6101,6759,5748,76240,27123,7245,1270
21322,20701,5353,76244,74414,26628,410
340,588,591,76245,1869,331,19
3360,4252,1571,76247,14009,4333,493
7374,13236,5401,76248,39131,11912,1208
2049,2577,1223,76249,8516,2446,221
142,347,235,76250,1011,258,29
136,158,217,76251,658,129,18
623,671,490,76252,2622,718,120
83,107,31,76253,313,82,10
1115,1314,1280,76255,5369,1290,370
1129,2528,1035,76258,6820,1852,276
1401,1470,741,76259,4890,1211,67
62,85,110,76261,310,49,4
7871,10407,4957,76262,34422,10530,657
2,16,22,76263,58,3,15
444,430,298,76264,1541,308,61
426,447,354,76265,1806,473,106
3602,4684,2353,76266,15439,4317,483
81,58,59,76268,277,70,9
202,534,556,76270,1797,438,67
431,417,284,76271,1626,447,47
1205,885,788,76272,4256,1189,189
2413,2301,2072,76273,9245,2015,444
3842,4016,2572,76301,15632,4614,588
4329,2931,2015,76302,13725,3729,721
717,1344,1018,76305,4264,1025,160
4003,3672,2418,76306,15099,4402,604
6390,3986,3314,76308,19361,4835,836
3549,3102,1995,76309,12939,3511,782
4193,4779,3286,76310,17720,4693,769
4637,186,31,76311,8501,3635,12
417,398,327,76351,1853,569,142
2754,3197,2175,76354,12085,3420,539
128,174,131,76357,662,192,37
772,1298,858,76360,3561,470,163
74,117,70,76363,433,167,5
32,30,45,76364,143,32,4
858,1138,1099,76365,4395,1039,261
445,640,398,76366,2102,448,171
5418,4554,2109,76367,14963,2551,331
54,79,71,76370,252,27,21
420,334,245,76371,1557,447,111
418,218,194,76372,1409,528,51
53,34,42,76373,198,64,5
782,909,851,76374,3917,1049,326
182,210,204,76377,820,197,27
179,187,49,76379,616,166,35
684,1042,803,76380,3633,804,300
3222,3114,2187,76384,12385,3294,568
47,96,105,76388,318,59,11
344,385,221,76389,1387,387,50
10520,5574,4080,76401,29478,8291,1013
260,0,0,76402,831,571,0
2372,1955,1683,76424,8794,2272,512
3078,3533,2494,76426,12453,3037,311
280,278,125,76427,1021,317,21
29,66,63,76429,158,0,0
446,603,476,76430,2428,809,94
530,845,776,76431,2931,703,77
135,357,348,76432,1152,246,66
267,448,391,76433,1514,380,28
111,108,103,76435,453,80,51
34,74,17,76436,234,95,14
1091,1379,1361,76437,5401,1209,361
1375,1606,1965,76442,7496,1978,572
418,581,531,76443,2316,717,69
635,951,875,76444,3472,787,224
71,128,66,76445,322,47,10
2063,1882,1317,76446,8105,2534,309
1264,1235,1249,76448,5224,1193,283
491,700,703,76449,2427,423,110
2377,3571,2765,76450,12885,3401,771
27,13,14,76452,95,41,0
124,377,569,76453,1357,194,93
273,360,428,76454,1560,396,103
293,258,243,76455,1249,425,30
962,931,928,76457,4102,1067,214
1621,1797,945,76458,5913,1238,312
57,34,18,76459,175,58,8
76,121,76,76460,419,146,0
545,967,816,76462,3102,684,90
61,149,105,76463,380,52,13
65,241,120,76464,587,91,70
0,50,57,76466,107,0,0
1,14,41,76469,68,12,0
844,814,896,76470,3820,1152,114
468,592,515,76471,2275,559,141
277,327,411,76472,1507,382,110
4,61,121,76474,223,20,17
148,294,226,76475,909,196,45
626,718,582,76476,2718,700,92
98,0,0,76481,222,124,0
159,285,270,76483,972,169,89
157,171,291,76484,926,243,64
181,329,277,76486,1040,179,74
613,797,446,76487,2704,778,70
7,43,12,76490,67,5,0
62,73,86,76491,341,101,19
4067,4677,3031,76501,17571,5040,756
11130,8915,5600,76502,38571,11203,1723
7299,5059,3740,76504,23368,6196,1074
0,0,0,76508,10,10,0
1076,704,381,76511,2869,574,134
10198,8750,6224,76513,38124,11629,1323
314,344,276,76518,1408,442,32
50,49,84,76519,457,245,29
1843,1769,2032,76520,8124,1981,499
12123,8354,4571,76522,36581,10704,829
0,0,0,76523,0,0,0
805,804,538,76524,3359,1170,42
207,308,264,76525,1051,226,46
951,958,877,76527,3886,1056,44
4644,4501,2805,76528,16708,4177,581
470,613,471,76530,2190,516,120
744,1083,1421,76531,4632,930,454
645,627,625,76534,2927,984,46
1679,1289,623,76537,4921,1270,60
179,162,137,76538,734,221,35
1613,2701,1743,76539,8530,2279,194
6844,3769,2256,76541,18447,5269,309
17961,11331,4102,76542,50324,16346,584
11204,5689,2868,76543,29256,8913,582
16877,1339,60,76544,26637,8357,4
8573,8239,3497,76548,29595,8842,444
18375,10394,3029,76549,48970,16835,337
2773,3055,2872,76550,12517,3299,518
601,579,237,76554,2285,748,120
252,303,376,76556,1281,289,61
929,1631,881,76557,4783,1102,240
1910,1003,458,76559,5534,2135,28
210,274,204,76561,1007,283,36
0,23,27,76565,72,12,10
117,77,47,76566,330,67,22
1949,2341,1853,76567,9098,2648,307
468,612,452,76569,2250,634,84
646,645,716,76570,2909,728,174
1352,2037,1625,76571,7200,1883,303
0,0,14,76573,22,8,0
4942,5325,3296,76574,18939,4994,382
716,938,672,76577,3311,865,120
270,518,271,76578,1422,324,39
1100,1168,865,76579,4672,1377,162
710,529,75,76596,1319,5,0
1222,1467,127,76597,2816,0,0
323,161,5,76598,505,16,0
1179,789,84,76599,2057,5,0
154,272,181,76621,907,241,59
213,375,231,76622,1110,255,36
29,31,25,76623,144,55,4
455,449,489,76624,2065,604,68
309,309,179,76626,1312,458,57
385,313,368,76627,1612,515,31
3,6,13,76628,26,2,2
377,469,409,76629,1686,322,109
284,240,269,76630,1124,320,11
106,157,81,76631,555,185,26
327,394,237,76632,1537,529,50
1142,1568,943,76633,5346,1481,212
1200,1932,1964,76634,7068,1423,549
360,264,209,76635,1219,342,44
277,385,327,76636,1330,278,63
124,131,159,76637,629,178,37
573,871,684,76638,3081,772,181
288,451,281,76639,1341,246,75
677,759,704,76640,2816,534,142
357,509,375,76641,1768,439,88
1948,1509,1488,76642,7025,1766,314
3676,4040,2408,76643,14253,3731,398
2543,2499,1977,76645,10477,3039,419
628,680,574,76648,2762,664,216
111,192,200,76649,701,150,48
52,21,49,76650,172,50,0
828,941,547,76651,3232,802,114
144,356,339,76652,1210,318,53
121,300,242,76653,902,201,38
34,49,38,76654,178,49,8
1772,2530,1579,76655,8530,2275,374
587,616,447,76656,2440,753,37
2238,2358,1997,76657,9663,2708,362
138,148,80,76660,530,146,18
2658,2035,1304,76661,8108,1632,479
769,799,542,76664,3494,1138,246
401,649,656,76665,2399,608,85
53,49,64,76666,259,59,34
2908,2861,1892,76667,11261,3076,524
351,396,225,76670,1524,497,55
312,513,448,76671,1792,429,90
358,396,172,76673,1620,658,36
54,95,39,76676,268,76,4
74,65,67,76678,362,127,29
355,288,272,76679,1380,372,93
111,59,22,76680,302,38,72
145,164,169,76681,676,181,17
654,750,594,76682,2702,656,48
17,0,0,76685,17,0,0
57,27,47,76686,209,54,24
437,525,562,76687,1934,337,73
851,852,788,76689,3715,1093,131
284,218,161,76690,984,302,19
1455,1802,1083,76691,6524,1696,488
1899,3022,2788,76692,10577,2323,545
393,389,245,76693,1604,510,67
1210,266,183,76701,1906,220,27
2082,1641,1334,76704,7825,2430,338
9486,6795,4604,76705,30546,9103,558
15109,5923,3714,76706,36680,11408,526
5061,3435,1663,76707,16256,5672,425
7758,6450,3714,76708,27160,8079,1159
7324,4946,4702,76710,24415,6083,1360
3079,2136,1344,76711,9671,2852,260
6159,6229,4563,76712,25350,6702,1697
212,0,0,76798,1599,1387,0
6329,6347,4775,76801,24918,6429,1038
1289,1192,939,76802,5010,1282,308
0,0,98,76820,107,0,9
1012,1188,1144,76821,4595,994,257
666,896,744,76823,3348,895,147
0,0,15,76824,15,0,0
1590,1621,1439,76825,6891,1818,423
68,108,126,76827,402,78,22
36,48,78,76828,211,29,20
0,21,18,76831,39,0,0
101,178,218,76832,691,163,31
1137,1320,1319,76834,5349,1319,254
0,0,9,76836,9,0,0
895,860,430,76837,2901,644,72
0,8,17,76841,25,0,0
7,73,109,76842,213,22,2
540,851,932,76844,3719,1059,337
3,62,61,76845,154,28,0
0,37,26,76848,70,0,7
592,940,1174,76849,3884,924,254
29,44,90,76852,191,21,7
291,417,358,76853,1575,448,61
0,51,155,76854,238,18,14
770,975,972,76856,3684,837,130
247,510,528,76857,1733,311,137
68,93,54,76858,335,94,26
410,509,531,76859,1967,420,97
465,516,340,76861,1992,601,70
20,42,73,76862,186,34,17
68,154,223,76864,700,192,63
11,23,71,76865,107,2,0
110,190,188,76866,696,129,79
69,4,25,76869,122,14,10
52,57,36,76870,297,131,21
126,166,240,76871,723,115,76
112,203,344,76872,851,157,35
0,8,18,76873,41,0,15
40,0,0,76874,40,0,0
81,209,73,76875,551,137,51
1240,977,816,76877,4187,970,184
397,606,383,76878,1920,466,68
48,27,121,76882,259,25,38
17,61,19,76884,148,42,9
53,86,22,76885,184,23,0
0,12,83,76887,95,0,0
23,39,30,76888,137,26,19
192,329,202,76890,1015,269,23
8298,7618,4795,76901,29879,8117,1051
9076,7708,5285,76903,32103,8222,1812
11507,6546,6355,76904,34828,9142,1278
3825,3001,1485,76905,13129,4466,352
1712,5,0,76908,2652,935,0
14,37,43,76930,110,5,11
1070,917,482,76932,3744,1177,98
199,379,318,76933,1344,350,98
331,321,176,76934,1308,426,54
318,501,509,76935,1736,375,33
807,639,625,76936,3122,965,86
15,29,10,76937,54,0,0
0,8,0,76939,8,0,0
9,127,26,76940,164,2,0
252,419,293,76941,1430,406,60
800,814,799,76943,3693,1176,104
281,475,457,76945,1647,335,99
4,2,9,76949,16,1,0
873,1071,779,76950,3915,1059,133
200,389,161,76951,1139,333,56
6,9,7,76953,38,16,0
30,26,62,76955,148,30,0
0,0,0,76957,0,0,0
11,46,61,76958,158,34,6
6905,3755,943,77002,12370,692,75
4291,2421,1017,77003,9646,1799,118
17356,7675,3989,77004,37642,7822,800
7109,7513,4547,77005,28233,8315,749
10802,5929,2935,77006,21945,2039,240
18785,8911,3575,77007,35822,4176,375
14275,8935,4306,77008,34491,5960,1015
11780,10313,5162,77009,37751,9534,962
297,368,180,77010,915,63,7
5294,4606,2546,77011,18598,5706,446
6591,4859,2535,77012,20085,5800,300
6826,5128,1932,77013,20790,6471,433
11690,9207,2895,77014,35729,11422,515
16531,13871,5766,77015,57258,20438,652
7517,7353,5945,77016,29597,7883,899
9660,8133,4248,77017,32556,9846,669
8159,7526,4054,77018,28073,7222,1112
7750,5929,4097,77019,21572,3141,655
7480,6451,3398,77020,25898,7934,635
8630,6185,3789,77021,26654,6846,1204
7328,7220,3945,77022,27364,8015,856
9634,6762,3443,77023,28528,8100,589
6251,12031,7229,77024,38110,10292,2307
9691,7790,4102,77025,28922,6082,1257
6412,5829,3353,77026,22799,6301,904
7572,3294,2513,77027,16012,2088,545
3573,4341,2910,77028,15725,4510,391
4377,4677,2488,77029,17894,5793,559
4404,2532,1322,77030,10813,2190,365
5758,4312,2334,77031,18052,5198,450
3833,2912,1441,77032,14443,6126,131
7979,6804,4640,77033,29692,9047,1222
12578,9362,3330,77034,40183,14381,532
11692,10067,4607,77035,38324,10946,1012
27252,17174,6272,77036,76605,24123,1784
5697,5228,1747,77037,20038,6980,386
10112,6080,2625,77038,30653,11524,312
8257,6427,2753,77039,27972,10270,265
15519,12688,6355,77040,48273,12972,739
9760,10517,4988,77041,35372,9672,435
16507,10013,4389,77042,42098,10538,651
7835,7009,3543,77043,25838,6647,804
13571,9930,3750,77044,42665,15099,315
10390,8539,5150,77045,36270,11629,562
445,252,170,77046,1029,26,136
10367,6320,2991,77047,29410,9243,489
4403,4202,2550,77048,17143,5649,339
9865,8835,2785,77049,33749,11767,497
1463,1151,792,77050,5031,1489,136
4339,3801,2919,77051,16661,4930,672
9247,8122,2946,77053,31868,11020,533
13828,3753,2070,77054,22517,2688,178
13544,11369,5233,77055,45003,13872,985
7888,5369,4088,77056,21732,3140,1247
15918,9578,5267,77057,40130,8070,1297
6304,4452,2221,77058,16669,3310,382
3046,5582,3599,77059,17374,4711,436
15238,8594,3153,77060,44549,17169,395
8557,6240,2647,77061,26276,8270,562
6735,7039,4743,77062,26583,7074,992
16960,7380,4351,77063,38931,9089,1151
14728,12967,7226,77064,49578,13776,881
12211,10212,4884,77065,38820,10645,868
10135,9292,4173,77066,33796,9500,696
10912,7899,2795,77067,33489,11680,203
3269,3021,2154,77068,10897,2221,232
4483,4525,4560,77069,18238,3910,760
16165,12689,7276,77070,51080,13586,1364
7227,7079,5052,77071,27981,8045,578
18094,16415,7089,77072,62162,19512,1052
13893,9653,3288,77073,42780,15683,263
13187,9256,3908,77074,39915,12204,1360
14038,10759,3798,77075,43586,14462,529
10991,7420,3372,77076,35144,12998,363
21217,13553,8289,77077,57757,12745,1953
4068,3849,2212,77078,15820,5389,302
6746,10106,5103,77079,33577,10257,1365
14951,10891,5357,77080,45665,13422,1044
18477,10859,2647,77081,49059,16868,208
19587,13716,7659,77082,56641,14388,1291
22898,21890,9504,77083,79408,23884,1232
32601,27391,10859,77084,104582,32356,1375
4894,5332,2219,77085,17981,5310,226
8421,7050,3205,77086,29506,10438,392
10899,8693,4723,77087,37200,12076,809
16206,14384,7538,77088,56716,17586,1002
15218,14323,6755,77089,52699,15317,1086
13142,8027,3501,77090,38361,12960,731
7356,6129,3916,77091,25277,7347,529
12219,10005,4141,77092,38476,11350,761
13227,10300,4577,77093,44428,15558,766
1510,3227,1571,77094,9439,2924,207
17513,23094,8924,77095,72081,21240,1310
10159,8520,5532,77096,35465,9582,1672
6646,2989,2234,77098,13444,1282,293
16510,12759,5736,77099,51905,15723,1177
0,0,0,77201,0,0,0
10480,7753,3412,77301,31801,9314,842
4419,5003,3263,77302,19311,6130,496
5579,5386,2493,77303,19695,5976,261
8375,7474,4308,77304,28692,7222,1313
2824,3218,1392,77306,11453,3858,161
4562,5968,3659,77316,21272,6485,598
3000,4237,3597,77318,15437,3839,764
11970,11991,4919,77320,35670,6082,708
0,15,0,77326,15,0,0
5682,5733,3470,77327,22430,6825,720
4132,3961,2616,77328,15863,4679,475
1568,1791,2532,77331,7667,1508,268
138,0,18,77334,286,53,77
454,761,577,77335,2519,597,130
3287,3180,1859,77336,12397,3755,316
12515,9730,4436,77338,40335,12988,666
11015,11122,7547,77339,41403,10316,1403
12226,5547,4045,77340,29900,6944,1138
0,0,0,77342,0,0,0
5450,9259,4781,77345,29090,8887,713
17058,16624,8513,77346,63233,20507,531
8,30,66,77350,173,61,8
7709,9141,7874,77351,33199,7236,1239
8317,10294,6044,77354,35904,10269,980
6106,9007,4324,77355,27271,7471,363
4234,7504,7780,77356,25888,5288,1082
6317,6181,3290,77357,24334,8182,364
1226,1178,1092,77358,5597,1914,187
54,159,205,77359,418,0,0
1041,1166,1607,77360,5084,1123,147
902,1671,804,77362,5546,2088,81
571,720,825,77363,2705,556,33
256,460,584,77364,1822,376,146
7521,9252,4770,77365,31406,9128,735
43,14,25,77367,111,21,8
0,55,92,77368,181,0,34
49,187,122,77369,482,67,57
2014,2047,1505,77371,8025,2238,221
3217,3263,2008,77372,12351,3687,176
16688,14670,7978,77373,58255,18069,850
102,107,109,77374,463,145,0
15176,12528,5075,77375,50525,16381,1365
0,190,143,77376,430,72,25
8189,10106,5332,77377,36758,12559,572
4276,4133,2186,77378,16150,5227,328
18790,22357,12861,77379,78226,22511,1707
9158,7310,4248,77380,26691,5425,550
7868,10604,8161,77381,36919,8834,1452
6700,14570,3560,77382,40546,14647,1069
4522,3887,3319,77384,16472,3791,953
6897,5904,3100,77385,23578,7465,212
15810,13264,5190,77386,53042,18180,598
12068,13678,6972,77388,45841,12400,723
8117,8784,4350,77389,31883,10219,413
18586,14067,3948,77396,54352,17453,298
3313,6365,3513,77401,19062,5229,642
10148,12458,6085,77406,41008,11532,785
15884,11875,4040,77407,48157,15852,506
64,18,17,77412,105,6,0
6069,5427,4242,77414,23369,6689,942
13,37,0,77415,86,36,0
555,795,668,77417,2760,660,82
2147,2606,2400,77418,9926,2267,506
407,333,97,77419,1473,628,8
722,318,555,77420,2245,586,64
3481,3743,2688,77422,13378,3007,459
3232,2993,1720,77423,11551,3249,357
544,663,484,77426,2350,517,142
0,0,0,77428,0,0,0
21070,24994,10014,77429,86399,28850,1471
464,589,396,77430,2051,562,40
13,72,0,77432,112,27,0
19557,20773,6379,77433,75008,27546,753
1068,1237,837,77434,4781,1453,186
1043,999,735,77435,4303,1165,361
28,0,0,77436,43,15,0
3770,4436,2608,77437,16875,5233,828
0,23,0,77440,23,0,0
1896,2831,2029,77441,9919,2918,245
245,272,131,77442,922,225,49
103,0,0,77443,256,153,0
220,163,104,77444,708,210,11
4173,2665,2085,77445,13301,4114,264
2745,129,97,77446,6095,3100,24
3274,4557,2034,77447,15246,5110,271
12,35,11,77448,58,0,0
36704,31714,9280,77449,119204,40344,1162
17452,23977,9893,77450,74631,21870,1439
16,9,28,77451,79,24,2
117,37,0,77453,335,181,0
0,0,15,77454,15,0,0
365,705,394,77455,2026,443,119
414,188,313,77456,1323,350,58
97,81,199,77457,521,117,27
35,112,46,77458,272,79,0
15515,19350,10855,77459,66175,19353,1102
0,63,0,77460,151,88,0
2624,3275,1662,77461,10752,2953,238
42,52,62,77464,284,123,5
1806,1647,1664,77465,7269,1687,465
145,64,87,77466,353,39,18
0,22,15,77467,37,0,0
0,25,19,77468,44,0,0
13483,12530,7223,77469,46934,12828,870
106,106,44,77470,399,102,41
11041,9187,4533,77471,38837,12954,1122
14,29,28,77473,111,31,9
3016,3496,2174,77474,12993,3882,425
272,88,257,77475,882,242,23
41,47,59,77476,194,37,10
12813,9516,5017,77477,36932,8863,723
5610,7859,5529,77478,25846,5363,1485
18983,27358,13900,77479,88603,26620,1742
1458,2360,1457,77480,7661,2118,268
0,0,13,77481,13,0,0
396,644,540,77482,2274,561,133
72,52,0,77483,292,168,0
2242,3217,1619,77484,10710,3133,499
1014,1331,900,77485,4691,1233,213
1506,2102,1599,77486,7082,1764,111
3971,3312,2766,77488,14738,4146,543
9968,10039,6323,77489,36786,10017,439
8310,7747,4133,77493,29984,9208,586
25570,31925,9186,77494,105854,37928,1245
13400,14594,6891,77498,51037,15208,944
10345,9299,3965,77502,39040,14124,1307
7869,5949,3035,77503,26171,8908,410
7007,5142,3051,77504,23327,7415,712
6806,6670,3379,77505,24230,6852,523
11246,8885,3325,77506,37736,13728,552
0,0,0,77507,0,0,0
2851,4435,3176,77510,14608,3796,350
12443,11370,6964,77511,46121,13640,1704
1040,1129,1046,77514,4443,1086,142
8487,8740,5373,77515,31627,8387,640
1344,1667,948,77517,5688,1570,159
2951,2918,1304,77518,10984,3676,135
465,402,180,77519,1509,427,35
10600,8647,4909,77520,36694,11332,1206
16755,13275,7327,77521,57125,18089,1679
5593,6305,2259,77523,21366,7089,120
9098,7943,3303,77530,31119,10484,291
4610,4496,1820,77531,16078,4798,354
7731,7395,4304,77532,28320,8199,691
199,235,128,77533,849,243,44
587,891,338,77534,2426,575,35
9795,9666,4392,77535,32904,8223,828
9037,8305,5248,77536,32392,9089,713
140,272,200,77538,906,264,30
12319,10929,7123,77539,42607,11256,980
4589,4753,2436,77541,18525,6417,330
7430,6316,2068,77545,25036,9115,107
10871,16078,8358,77546,52261,15475,1479
2600,2689,840,77547,10077,3673,275
6841,5911,4216,77550,22070,4224,878
6872,5702,3314,77551,21203,4762,553
1854,2391,2245,77554,8249,1500,259
87,243,155,77560,624,135,4
0,23,33,77561,67,7,4
2778,2768,2033,77562,10665,2777,309
2492,2423,2134,77563,10067,2636,382
422,379,535,77564,1986,576,74
1451,2180,1507,77565,7233,1560,535
8238,7256,4936,77566,29441,7912,1099
3590,4569,2763,77568,15640,4111,607
10028,10413,6341,77571,37374,9825,767
22840,24249,9903,77573,85108,26419,1697
4355,4250,2786,77575,17005,5078,536
367,387,392,77577,1566,411,9
5263,5026,2501,77578,18636,5583,263
131,145,17,77580,534,241,0
12137,12586,6952,77581,47625,14404,1546
10267,9657,4263,77583,35308,10801,320
26064,23610,9745,77584,87121,26363,1339
144,269,180,77585,880,245,42
5231,7155,3416,77586,22182,5745,635
4428,4336,1599,77587,16901,6192,346
7534,8433,5173,77590,31084,8401,1543
3921,3156,2536,77591,14073,3744,716
329,233,203,77597,1210,435,10
10579,5252,2308,77598,24689,5980,570
2545,2022,1206,77611,8325,2199,353
2187,2366,1867,77612,9134,2166,548
224,367,232,77613,1048,160,65
96,146,183,77614,516,81,10
267,230,218,77615,1049,296,38
27,206,153,77616,535,75,74
0,31,33,77617,64,0,0
4159,4011,2623,77619,15775,4199,783
414,353,178,77622,1464,409,110
70,155,145,77623,515,117,28
99,151,232,77624,630,100,48
2569,2779,1350,77625,9691,2605,388
5546,5982,3883,77627,21198,4935,852
140,196,111,77629,634,155,32
7391,7718,5026,77630,28740,7482,1123
5395,6430,4538,77632,23475,6365,747
3770,4382,2672,77640,15964,4453,687
11246,8781,5102,77642,38845,12477,1239
278,400,504,77650,1611,388,41
3165,3585,2487,77651,12840,3117,486
65,118,84,77655,346,62,17
3963,4272,3334,77656,16362,4125,668
4958,5887,3875,77657,21427,5978,729
832,1468,924,77659,4722,1386,112
226,358,254,77660,1182,310,34
185,201,0,77661,852,424,42
6687,7071,4458,77662,26394,7409,769
213,214,459,77663,1283,310,87
374,893,422,77664,2229,470,70
1488,1775,1104,77665,6252,1686,199
3495,3261,2317,77701,13216,3835,308
830,1071,202,77702,3091,912,76
4012,3463,1914,77703,14288,4525,374
14449,11146,5492,77705,40819,8896,836
8258,6981,5705,77706,29249,6692,1613
5064,4172,3027,77707,17954,4949,742
3380,2816,1835,77708,12288,3810,447
4507,3667,2423,77713,14402,3383,422
8801,2344,1114,77801,16759,4417,83
8600,5729,4007,77802,26185,5865,1984
10184,7173,3410,77803,30609,9508,334
3857,2382,1157,77807,10288,2729,163
2541,3084,1978,77808,10849,2813,433
498,707,666,77830,2830,817,142
427,973,891,77831,3115,723,101
6297,7261,5378,77833,29060,8358,1766
257,799,924,77835,2603,424,199
2482,3345,2616,77836,12022,3020,559
416,454,383,77837,1889,529,107
35046,4316,2445,77840,59673,17296,570
20972,13910,7787,77845,59512,15800,1043
356,328,314,77853,1287,258,31
0,40,32,77855,72,0,0
1118,1268,1079,77856,5037,1214,358
90,187,176,77857,664,176,35
1635,2036,1300,77859,7393,2235,187
527,636,638,77861,2452,528,123
1162,1865,1532,77864,6935,1949,427
349,330,587,77865,1778,383,129
13,16,38,77867,93,20,6
4691,4736,2780,77868,17027,4258,562
330,789,875,77871,2568,394,180
348,360,371,77872,1577,439,59
295,268,224,77873,1268,415,66
31,48,90,77876,203,34,0
83,29,76,77878,263,72,3
1228,1101,1424,77879,5251,1265,233
136,512,281,77880,1397,301,167
13370,9380,6145,77901,43424,13072,1457
6669,6806,5160,77904,27570,7432,1503
2945,4166,2888,77905,14326,3786,541
24,40,82,77950,173,16,11
569,538,360,77951,2059,538,54
3032,3324,2313,77954,12256,3073,514
1973,2090,1770,77957,8494,2292,369
0,0,42,77960,42,0,0
0,167,28,77961,252,57,0
829,868,379,77962,3178,923,179
1200,1601,1432,77963,5991,1462,296
1642,2050,1994,77964,8269,1980,603
784,608,681,77968,3054,757,224
68,21,7,77969,158,48,14
91,120,38,77970,378,55,74
251,414,112,77971,1078,301,0
0,0,0,77973,0,0,0
101,66,87,77974,382,111,17
358,467,468,77975,1942,490,159
13,30,20,77976,89,13,13
163,176,154,77977,747,237,17
292,167,65,77978,774,218,32
3993,4668,3069,77979,17526,5045,751
315,261,136,77982,1070,237,121
565,506,567,77983,2351,661,52
707,938,1036,77984,3954,1028,245
101,82,44,77987,352,112,13
122,114,51,77988,565,278,0
242,152,144,77990,864,266,60
107,85,61,77991,614,361,0
55,71,11,77993,183,23,23
64,234,69,77994,508,130,11
2307,2311,1953,77995,9847,2819,457
0,0,0,78001,0,0,0
2202,1990,1352,78002,7904,2051,309
1742,2476,2652,78003,8958,1543,545
142,339,298,78004,879,100,0
155,346,172,78005,870,178,19
6092,8832,6857,78006,31709,8486,1442
41,30,45,78007,165,49,0
0,67,113,78008,210,0,30
1959,2353,1721,78009,8910,2634,243
705,849,929,78010,3401,780,138
465,451,533,78011,2030,535,46
64,124,77,78012,362,95,2
1776,1781,1192,78013,6574,1476,349
1934,1355,695,78014,5616,1302,330
2819,3956,3075,78015,13897,3627,420
1802,2236,2092,78016,8895,2445,320
2390,882,578,78017,5514,1499,165
430,443,278,78019,1505,347,7
32,115,116,78021,342,79,0
822,946,1080,78022,4286,1110,328
6742,9293,3896,78023,29872,9263,678
323,197,537,78024,1332,173,102
1029,1114,1080,78025,4523,1060,240
1562,1261,1202,78026,6094,1881,188
26,152,207,78027,569,126,58
7977,8908,10690,78028,39626,8654,3397
0,0,0,78029,0,0,0
415,468,267,78039,1528,328,50
11106,8529,5373,78040,42324,15597,1719
12586,11439,6602,78041,46671,14724,1320
13250,9298,4497,78043,44762,16500,1217
105,116,78,78044,451,132,20
18222,15717,6329,78045,64705,23652,785
20379,13439,5256,78046,69471,29602,795
115,105,35,78050,448,116,77
1515,1922,924,78052,6838,2166,311
288,462,676,78055,1945,427,92
372,955,365,78056,2131,353,86
199,242,89,78057,627,97,0
223,216,437,78058,1032,107,49
1373,1860,1223,78059,6131,1363,312
18,0,12,78060,30,0,0
4052,2316,2098,78061,12595,3722,407
2004,2671,2959,78063,9936,1945,357
4353,3863,2372,78064,15966,4650,728
2712,2461,1748,78065,10181,3067,193
197,59,31,78066,538,220,31
